Date,Open,High,Low,Close,Adj Close,Volume
2009-02-05,4443.950195,4519.439941,4387.779785,4510.490234,4510.490234,126373300
2009-02-06,4524.799805,4657.060059,4506.450195,4644.629883,4644.629883,164838400
2009-02-09,4627.830078,4688.589844,4596.740234,4666.819824,4666.819824,145603100
2009-02-10,4636.640137,4649.229980,4505.540039,4505.540039,4505.540039,147312900
2009-02-11,4491.720215,4539.220215,4466.060059,4530.089844,4530.089844,107647200
2009-02-12,4518.680176,4518.680176,4371.470215,4407.560059,4407.560059,130701000
2009-02-13,4458.740234,4508.720215,4397.600098,4413.390137,4413.390137,109216500
2009-02-16,4386.459961,4421.779785,4359.290039,4366.640137,4366.640137,86113200
2009-02-17,4329.350098,4329.700195,4195.220215,4216.600098,4216.600098,144426900
2009-02-18,4229.529785,4255.390137,4124.109863,4204.959961,4204.959961,147542600
2009-02-19,4212.709961,4275.089844,4189.160156,4215.209961,4215.209961,121869900
2009-02-20,4164.509766,4167.049805,4014.659912,4014.659912,4014.659912,173606800
2009-02-23,4057.250000,4111.520020,3912.709961,3936.449951,3936.449951,131904200
2009-02-24,3922.020020,3932.590088,3816.879883,3895.750000,3895.750000,149828200
2009-02-25,3937.929932,3977.770020,3790.790039,3846.209961,3846.209961,152061300
2009-02-26,3882.879883,3989.629883,3849.760010,3942.620117,3942.620117,186766600
2009-02-27,3907.850098,3907.850098,3764.689941,3843.739990,3843.739990,207658100
2009-03-02,3817.510010,3821.969971,3692.780029,3710.070068,3710.070068,153081600
2009-03-03,3724.530029,3755.879883,3667.860107,3690.719971,3690.719971,138062900
2009-03-04,3724.739990,3891.709961,3721.909912,3890.939941,3890.939941,173156500
2009-03-05,3864.179932,3864.179932,3695.489990,3695.489990,3695.489990,156962000
2009-03-06,3699.330078,3769.129883,3638.000000,3666.409912,3666.409912,167749600
2009-03-09,3677.070068,3706.320068,3588.889893,3692.030029,3692.030029,146213000
2009-03-10,3716.290039,3908.139893,3681.330078,3886.979980,3886.979980,207917000
2009-03-11,3866.739990,3994.770020,3829.129883,3914.100098,3914.100098,189317500
2009-03-12,3890.229980,3971.250000,3802.199951,3956.219971,3956.219971,168484600
2009-03-13,3988.050049,4053.840088,3936.810059,3953.600098,3953.600098,144104100
2009-03-16,3990.830078,4063.020020,3983.399902,4044.540039,4044.540039,137356600
2009-03-17,4040.830078,4046.419922,3947.280029,3987.770020,3987.770020,131469400
2009-03-18,4024.179932,4066.689941,3948.590088,3996.320068,3996.320068,129086200
2009-03-19,4013.689941,4137.799805,4002.330078,4043.459961,4043.459961,212257000
2009-03-20,4006.469971,4081.729980,3995.090088,4068.739990,4068.739990,288460100
2009-03-23,4109.279785,4184.770020,4102.339844,4176.370117,4176.370117,136655700
2009-03-24,4201.490234,4239.740234,4150.970215,4187.359863,4187.359863,135154900
2009-03-25,4175.330078,4262.229980,4139.589844,4223.290039,4223.290039,139741600
2009-03-26,4226.970215,4262.959961,4210.979980,4259.370117,4259.370117,125741300
2009-03-27,4251.859863,4272.120117,4155.540039,4203.549805,4203.549805,147529300
2009-03-30,4175.410156,4175.450195,3987.389893,3989.229980,3989.229980,129820000
